1.190500	4.892810	ref_001
7.991500	12.219100	ref_002
15.031300	17.672500	ref_003
20.380200	24.081200	ref_004
27.011000	31.249100	ref_005
35.167300	39.282400	ref_006
42.151100	45.239900	ref_007
47.974300	52.498700	ref_008
54.981600	57.668300	ref_009
59.721100	64.288900	ref_010
65.935900	69.372400	ref_011
71.588900	76.026700	ref_012
78.350900	82.344700	ref_013
83.929000	87.421600	ref_014
90.739500	93.309600	ref_015
97.120600	101.314000	ref_016
104.600000	107.911000	ref_017
111.012000	114.448000	ref_018
117.482000	121.117000	ref_019
123.602000	126.800000	ref_020
129.670000	132.422000	ref_021
134.798000	138.668000	ref_022
141.430000	144.456000	ref_023
146.741000	149.886000	ref_024
153.164000	155.763000	ref_025
161.506000	162.521000	word_01
164.741000	165.744000	word_02
167.895000	168.650000	word_03
170.818000	171.656000	word_04
173.477000	174.421000	word_05
176.565000	177.347000	word_06
179.384000	180.333000	word_07
182.344000	183.008000	word_08
184.737000	185.544000	word_09
187.399000	187.997000	word_10
189.772000	190.716000	word_11
192.553000	193.408000	word_12
195.154000	195.966000	word_13
197.773000	198.625000	word_14
200.286000	201.107000	word_15
203.081000	203.873000	word_16
205.634000	206.448000	word_17
208.204000	208.979000	word_18
210.691000	211.483000	word_19
213.265000	214.106000	word_20
215.950000	216.653000	word_21
218.496000	219.286000	word_22
221.003000	221.930000	word_23
223.547000	224.432000	word_24
225.941000	226.824000	word_25
228.518000	229.284000	word_26
231.028000	231.848000	word_27
233.599000	234.490000	word_28
236.091000	236.816000	word_29
238.660000	239.481000	word_30
241.143000	241.869000	word_31
243.526000	244.349000	word_32
246.007000	246.914000	word_33
248.633000	249.475000	word_34
251.115000	251.959000	word_35
253.716000	254.585000	word_36
256.346000	257.092000	word_37
258.732000	259.481000	word_38
261.065000	261.936000	word_39
263.733000	264.469000	word_40
268.551000	269.316000	word_41
273.301000	274.120000	word_42
278.019000	278.970000	word_43
