0.995870	4.035080	ref_001
6.615920	11.500600	ref_002
14.430900	17.197200	ref_003
20.262700	23.897800	ref_004
27.593900	32.418700	ref_005
36.514800	40.370200	ref_006
44.521800	47.482500	ref_007
51.776200	56.755300	ref_008
60.378500	62.899500	ref_009
67.585200	72.367000	ref_010
76.925100	80.289500	ref_011
85.884000	91.144700	ref_012
95.911400	100.551000	ref_013
104.209000	108.066000	ref_014
111.195000	113.946000	ref_015
118.287000	122.358000	ref_016
125.821000	129.771000	ref_017
134.714000	139.050000	ref_018
142.792000	147.359000	ref_019
150.849000	154.403000	ref_020
158.106000	161.271000	ref_021
164.700000	168.931000	ref_022
172.212000	176.063000	ref_023
179.433000	183.316000	ref_024
187.281000	190.832000	ref_025
