2.069120	5.205920	ref_001
6.903150	11.793800	ref_002
13.088000	15.281700	ref_003
17.394400	21.265400	ref_004
24.843000	27.943200	ref_005
30.197200	33.612500	ref_006
35.915900	38.176400	ref_007
40.809500	46.194600	ref_008
48.714400	51.946500	ref_009
54.459000	58.922000	ref_010
61.794700	65.057000	ref_011
67.453000	72.078400	ref_012
75.254500	79.609700	ref_013
82.340400	85.975700	ref_014
88.970700	91.774900	ref_015
94.550700	99.469300	ref_016
101.878000	106.190000	ref_017
108.879000	113.166000	ref_018
115.249000	119.978000	ref_019
124.615000	127.697000	ref_020
130.406000	133.119000	ref_021
136.380000	140.655000	ref_022
144.030000	148.615000	ref_023
151.366000	155.453000	ref_024
158.297000	162.072000	ref_025
