0.767479	3.531980	ref_001
5.582810	10.579500	ref_002
11.782000	14.747300	ref_003
16.314400	20.361200	ref_004
21.864900	27.474300	ref_005
29.298700	33.853100	ref_006
35.799800	38.344800	ref_007
40.590500	45.358900	ref_008
47.075100	50.475700	ref_009
53.070700	59.080100	ref_010
61.750900	65.671200	ref_011
67.965100	74.514600	ref_012
77.673900	83.081900	ref_013
85.709100	90.310600	ref_014
92.661100	95.896500	ref_015
98.779100	103.127000	ref_016
106.504000	110.383000	ref_017
113.802000	118.403000	ref_018
121.407000	126.016000	ref_019
128.419000	133.064000	ref_020
135.510000	138.781000	ref_021
141.149000	145.774000	ref_022
147.541000	151.893000	ref_023
154.103000	158.519000	ref_024
159.869000	164.237000	ref_025
