1.530370	4.168080	ref_001
6.538690	10.623500	ref_002
13.707200	15.860100	ref_003
18.899400	21.767000	ref_004
24.863700	28.921600	ref_005
31.538600	34.965300	ref_006
37.870300	40.670100	ref_007
43.501700	47.249300	ref_008
51.014100	53.568600	ref_009
56.987400	60.790600	ref_010
64.194500	67.414100	ref_011
71.297800	74.997900	ref_012
78.504500	82.397600	ref_013
86.125000	89.068200	ref_014
93.129500	95.460400	ref_015
99.244300	103.097000	ref_016
106.529000	109.819000	ref_017
112.822000	116.402000	ref_018
119.945000	123.681000	ref_019
126.620000	129.500000	ref_020
133.001000	135.978000	ref_021
139.253000	143.027000	ref_022
146.075000	149.462000	ref_023
152.918000	156.305000	ref_024
159.663000	162.882000	ref_025
177.236000	177.994000	word_01
180.744000	181.437000	word_02
184.274000	185.058000	word_03
188.026000	188.826000	word_04
191.648000	192.428000	word_05
195.177000	195.931000	word_06
198.573000	199.371000	word_07
202.340000	202.920000	word_08
205.475000	206.231000	word_09
208.739000	209.402000	word_10
212.048000	212.929000	word_11
215.421000	216.294000	word_12
218.853000	219.672000	word_13
222.050000	222.859000	word_14
225.327000	226.117000	word_15
228.971000	229.778000	word_16
232.685000	233.433000	word_17
236.675000	237.481000	word_18
240.076000	240.730000	word_19
243.406000	244.188000	word_20
247.102000	247.771000	word_21
250.800000	251.577000	word_22
254.096000	254.960000	word_23
257.410000	258.296000	word_24
260.495000	261.475000	word_25
263.739000	264.367000	word_26
265.982000	266.772000	word_27
269.132000	270.031000	word_28
272.670000	273.371000	word_29
276.179000	276.996000	word_30
279.936000	280.559000	word_31
283.245000	283.737000	word_32
286.612000	287.489000	word_33
289.924000	290.796000	word_34
293.203000	294.017000	word_35
297.143000	297.973000	word_36
300.453000	301.150000	word_37
303.763000	304.616000	word_38
306.907000	307.771000	word_39
310.855000	311.571000	word_40
313.691000	314.447000	word_41
316.570000	317.268000	word_42
319.831000	320.622000	word_43
